event_date,country_id,network_id,client_id,value_usd
17/01/2022,109,60,219,0.300000004
17/01/2022,213,60,184,3.155000091
17/01/2022,213,60,219,2.81900008
18/01/2022,1,10,71,6.239999771
18/01/2022,1,10,94,189.1499963
18/01/2022,1,10,104,0.800000012
18/01/2022,1,10,121,4.039999962
18/01/2022,1,10,189,41.03000021
18/01/2022,1,60,71,30.81200027
18/01/2022,1,60,94,64.97700024
18/01/2022,1,60,95,1.5
18/01/2022,1,60,97,3.160000145
18/01/2022,1,60,104,58.59199905
18/01/2022,1,60,121,106.3700008
18/01/2022,1,60,154,0.698000014
18/01/2022,1,60,174,103.0609974
18/01/2022,1,60,184,0.377000004
18/01/2022,1,60,189,8.115000129
18/01/2022,1,60,219,4.136000156
18/01/2022,109,10,71,1.200000048
18/01/2022,109,10,73,3.189999908
18/01/2022,109,10,97,0.460000008
18/01/2022,109,10,104,5.329999954
18/01/2022,109,10,174,2.879999936
18/01/2022,109,10,189,2.5
18/01/2022,109,60,71,0.600000024
18/01/2022,109,60,73,0.100000001
18/01/2022,109,60,94,0.502999991
18/01/2022,109,60,97,1.43599999
18/01/2022,109,60,121,2.955000043
18/01/2022,109,60,174,16.84000063
18/01/2022,109,60,184,2.424000025
18/01/2022,109,60,189,0.898000002
18/01/2022,109,60,219,1.200000018
18/01/2022,213,60,184,0.572000027
18/01/2022,213,60,219,1.406000033
19/01/2022,1,10,71,1.559999943
19/01/2022,1,10,94,140.6499972
19/01/2022,1,10,104,0.800000012
19/01/2022,1,10,189,42.19999981
19/01/2022,1,60,71,7.342000008
19/01/2022,1,60,94,81.20499903
19/01/2022,1,60,95,3
19/01/2022,1,60,97,1.372000039
19/01/2022,1,60,104,71.31899893
19/01/2022,1,60,121,114.1060009
19/01/2022,1,60,174,188.400994
19/01/2022,1,60,189,1.248999953
19/01/2022,1,60,219,2.676000118
19/01/2022,17,60,71,0.300000012
19/01/2022,109,10,71,1.200000048
19/01/2022,109,10,73,2.029999942
19/01/2022,109,10,97,0.230000004
19/01/2022,109,10,104,3.689999968
19/01/2022,109,10,121,0.319999993
19/01/2022,109,10,174,1.439999968
19/01/2022,109,10,189,1
19/01/2022,109,60,71,0.300000012
19/01/2022,109,60,73,0.100000001
19/01/2022,109,60,94,0.213
19/01/2022,109,60,95,0.400000006
19/01/2022,109,60,97,2.871999979
19/01/2022,109,60,121,4.789000064
19/01/2022,109,60,154,0.129999995
19/01/2022,109,60,174,14.84000063
19/01/2022,109,60,184,4.612000033
19/01/2022,109,60,219,0.100000001
19/01/2022,213,60,184,2.773000062
19/01/2022,213,60,219,1.814000055
20/01/2022,1,10,71,3.119999886
20/01/2022,1,10,94,210.9800014
20/01/2022,1,10,121,2.019999981
20/01/2022,1,10,189,54.65999913
20/01/2022,1,60,71,14.92799997
20/01/2022,1,60,73,1.080000043
20/01/2022,1,60,94,111.7390006
20/01/2022,1,60,95,1.5
20/01/2022,1,60,97,1.896000087
20/01/2022,1,60,104,72.7569989
20/01/2022,1,60,121,294.9350023
